Timestamps,Speed,P Error,I Error,Distance,Data Available,dt
1825750,38,125,51848,425,0,11
1825761,43,162,53630,462,1,11
1825761,43,162,53630,462,1,11
1825772,45,173,55533,473,0,11
1825772,45,173,55533,473,0,11
1825777,47,189,56478,489,0,5
1825777,47,189,56478,489,0,5
1825793,43,143,58766,443,1,16
1825793,43,143,58766,443,1,16
1825799,43,140,59606,440,0,6
1825799,43,140,59606,440,0,6
1825804,43,134,60276,434,0,5
1825804,43,134,60276,434,0,5
1825815,45,146,61882,446,1,11
1825815,45,146,61882,446,1,11
1825826,46,147,63499,447,0,11
1825826,46,147,63499,447,0,11
1825832,47,149,64393,449,0,6
1825832,47,149,64393,449,0,6
1825842,45,123,65623,423,1,10
1825842,45,123,65623,423,1,10
1825853,44,114,66877,414,0,11
1825853,44,114,66877,414,0,11
1825863,44,109,67967,409,1,10
1825863,44,109,67967,409,1,10
1825874,44,102,69089,402,0,11
1825874,44,102,69089,402,0,11
1825880,43,91,69635,391,0,6
1825880,43,91,69635,391,0,6
1825888,47,126,70643,426,1,8
1825888,47,126,70643,426,1,8
1825899,49,133,72106,433,0,11
1825899,49,133,72106,433,0,11
1825904,50,143,72821,443,0,5
1825904,50,143,72821,443,0,5
1825911,49,122,73675,422,1,7
1825911,49,122,73675,422,1,7
1825922,49,121,75006,421,0,11
1825922,49,121,75006,421,0,11
1825938,48,101,76622,401,1,16
1825938,48,101,76622,401,1,16
1825952,48,91,77896,391,0,14
1825952,48,91,77896,391,0,14
1825957,48,89,78341,389,1,5
1825957,48,89,78341,389,1,5
1825968,47,83,79254,383,0,11
1825968,47,83,79254,383,0,11
1825975,47,72,79758,372,0,7
1825975,47,72,79758,372,0,7
1825980,7,78,1,378,1,5
1825980,7,78,1,378,1,5
1825991,7,73,804,373,0,11
1825991,7,73,804,373,0,11
1826002,7,63,1497,363,0,11
1826002,7,63,1497,363,0,11
1826013,9,84,2421,384,1,11
1826013,9,84,2421,384,1,11
1826024,10,86,3367,386,0,11
1826024,10,86,3367,386,0,11
1826035,11,90,4357,390,0,11
1826035,11,90,4357,390,0,11
1826040,9,68,4697,368,1,5
1826040,9,68,4697,368,1,5
1826054,8,60,5537,360,0,14
1826054,8,60,5537,360,0,14
1826065,6,40,5977,340,1,11
1826065,6,40,5977,340,1,11
1826081,5,23,6345,323,0,16
1826081,5,23,6345,323,0,16
1826091,5,26,6605,326,1,10
1826091,5,26,6605,326,1,10
1826102,5,21,6836,321,0,11
1826102,5,21,6836,321,0,11
1826109,4,12,6920,312,0,7
1826109,4,12,6920,312,0,7
1826120,7,37,7327,337,1,11
1826120,7,37,7327,337,1,11
1826130,7,40,7727,340,0,10
1826130,7,40,7727,340,0,10
1826141,5,15,7892,315,1,11
1826141,5,15,7892,315,1,11
1826158,3,-2,7858,298,0,17
1826158,3,-2,7858,298,0,17
1826166,4,10,7938,310,1,8
1826166,4,10,7938,310,1,8
1826177,4,8,8026,308,0,11
1826177,4,8,8026,308,0,11
1826182,4,5,8051,305,0,5
1826182,4,5,8051,305,0,5
1826189,4,6,8093,306,1,7
1826189,4,6,8093,306,1,7
1826205,4,4,8157,304,0,16
1826205,4,4,8157,304,0,16
1826216,4,1,8168,301,1,11
1826216,4,1,8168,301,1,11
1826230,3,-1,8154,299,0,14
1826230,3,-1,8154,299,0,14
1826235,3,-6,8124,294,1,5
1826235,3,-6,8124,294,1,5
1826246,3,-10,8014,290,0,11
1826246,3,-10,8014,290,0,11
1826253,2,-16,7902,284,0,7
1826253,2,-16,7902,284,0,7
1826258,4,9,7947,309,1,5
1826258,4,9,7947,309,1,5
1826269,5,16,8123,316,0,11
1826269,5,16,8123,316,0,11
1826280,7,30,8453,330,0,11
1826280,7,30,8453,330,0,11
1826291,2,-16,8277,284,1,11
1826291,2,-16,8277,284,1,11
1826302,1,-24,8013,276,0,11
1826302,1,-24,8013,276,0,11
1826307,0,-36,7833,264,0,5
1826307,0,-36,7833,264,0,5
1826313,-1,-52,7521,248,0,6
1826313,-1,-52,7521,248,0,6
1826314,2,-8,7513,292,1,1
1826314,2,-8,7513,292,1,1
1826325,3,-5,7458,295,0,11
1826325,3,-5,7458,295,0,11
1826336,1,-23,7205,277,1,11
1826336,1,-23,7205,277,1,11
1826349,0,-31,6802,269,0,13
1826349,0,-31,6802,269,0,13
1826360,4,10,6912,310,1,11
1826360,4,10,6912,310,1,11
1826365,5,16,6992,316,0,5
1826365,5,16,6992,316,0,5
1826376,7,38,7410,338,0,11
1826376,7,38,7410,338,0,11
1826387,2,-10,7300,290,1,11
1826387,2,-10,7300,290,1,11
1826398,1,-18,7102,282,0,11
1826398,1,-18,7102,282,0,11
1826409,2,-10,6992,290,1,11
1826409,2,-10,6992,290,1,11
1826425,2,-10,6832,290,0,16
1826425,2,-10,6832,290,0,16
1826434,2,-8,6760,292,1,9
1826434,2,-8,6760,292,1,9
1826445,2,-8,6672,292,0,11
1826445,2,-8,6672,292,0,11
1826456,1,-21,6441,279,1,11
1826456,1,-21,6441,279,1,11
1826467,0,-27,6144,273,0,11
1826467,0,-27,6144,273,0,11
1826481,4,9,6270,309,1,14
1826481,4,9,6270,309,1,14
1826485,4,13,6322,313,0,4
1826485,4,13,6322,313,0,4
1826499,6,34,6798,334,0,14
1826499,6,34,6798,334,0,14
1826504,4,6,6828,306,1,5
1826504,4,6,6828,306,1,5
1826515,3,5,6883,305,0,11
1826515,3,5,6883,305,0,11
1826520,3,3,6898,303,0,5
1826520,3,3,6898,303,0,5
1826529,3,3,6925,303,1,9
1826529,3,3,6925,303,1,9
1826540,3,2,6947,302,0,11
1826540,3,2,6947,302,0,11
1826546,3,0,6947,300,0,6
1826546,3,0,6947,300,0,6
1826551,3,1,6952,301,1,5
1826551,3,1,6952,301,1,5
1826562,3,0,6952,300,0,11
1826562,3,0,6952,300,0,11
1826573,3,-2,6930,298,0,11
1826573,3,-2,6930,298,0,11
1826584,2,-13,6787,287,1,11
1826584,2,-13,6787,287,1,11
1826598,1,-18,6535,282,0,14
1826598,1,-18,6535,282,0,14
1826609,2,-10,6425,290,1,11
1826609,2,-10,6425,290,1,11
1826625,2,-9,6281,291,0,16
1826625,2,-9,6281,291,0,16
1826631,2,-9,6227,291,1,6
1826631,2,-9,6227,291,1,6
1826641,2,-9,6137,291,0,10
1826641,2,-9,6137,291,0,10
1826652,2,-8,6049,292,1,11
1826652,2,-8,6049,292,1,11
1826669,2,-8,5913,292,0,17
1826669,2,-8,5913,292,0,17
1826678,1,-13,5796,287,1,9
1826678,1,-13,5796,287,1,9
1826689,1,-15,5631,285,0,11
1826689,1,-15,5631,285,0,11
1826696,0,-18,5505,282,0,7
1826696,0,-18,5505,282,0,7
1826707,3,4,5549,304,1,11
1826707,3,4,5549,304,1,11
1826712,3,6,5579,306,0,5
1826712,3,6,5579,306,0,5
1826723,4,15,5744,315,0,11
1826723,4,15,5744,315,0,11
1826737,2,-2,5716,298,1,14
1826737,2,-2,5716,298,1,14
1826748,2,-4,5672,296,0,11
1826748,2,-4,5672,296,0,11
1826759,2,-4,5628,296,1,11
1826759,2,-4,5628,296,1,11
1826770,2,-5,5573,295,0,11
1826770,2,-5,5573,295,0,11
1826776,2,-6,5537,294,0,6
1826776,2,-6,5537,294,0,6
1826787,2,-5,5482,295,1,11
1826787,2,-5,5482,295,1,11
1826798,2,-5,5427,295,0,11
1826798,2,-5,5427,295,0,11
1826803,2,-5,5402,295,1,5
1826803,2,-5,5402,295,1,5
1826817,2,-5,5332,295,0,14
1826817,2,-5,5332,295,0,14
1826828,3,8,5420,308,1,11
1826828,3,8,5420,308,1,11
1826844,4,16,5676,316,0,16
1826844,4,16,5676,316,0,16
1826854,2,-2,5656,298,1,10
1826854,2,-2,5656,298,1,10
1826865,2,-6,5590,294,0,11
1826865,2,-6,5590,294,0,11
1826872,1,-12,5506,288,0,7
1826872,1,-12,5506,288,0,7
1826883,1,-16,5330,284,1,11
1826883,1,-16,5330,284,1,11
1826893,0,-20,5130,280,0,10
1826893,0,-20,5130,280,0,10
1826910,2,-1,5113,299,1,17
1826910,2,-1,5113,299,1,17
1826915,2,1,5118,301,0,5
1826915,2,1,5118,301,0,5
1826929,1,-9,4992,291,1,14
1826929,1,-9,4992,291,1,14
1826940,1,-13,4849,287,0,11
1826940,1,-13,4849,287,0,11
1826945,0,-19,4754,281,0,5
1826945,0,-19,4754,281,0,5
1826955,1,-10,4654,290,1,10
1826955,1,-10,4654,290,1,10
1826959,1,-10,4614,290,0,4
1826959,1,-10,4614,290,0,4
1826971,1,-10,4494,290,0,12
1826971,1,-10,4494,290,0,12
1826976,3,8,4534,308,1,5
1826976,3,8,4534,308,1,5
1826993,4,22,4908,322,0,17
1826993,4,22,4908,322,0,17
1826998,2,-1,4903,299,1,5
1826998,2,-1,4903,299,1,5
1827014,0,-30,4423,270,1,16
1827014,0,-30,4423,270,1,16
1827031,-4,-60,3403,240,0,17
1827031,-4,-60,3403,240,0,17
1827036,-8,-99,2908,201,0,5
1827036,-8,-99,2908,201,0,5
1827046,0,-7,2838,293,1,10
1827046,0,-7,2838,293,1,10
1827057,1,0,2838,300,0,11
1827057,1,0,2838,300,0,11
1827059,2,9,2856,309,0,2
1827059,2,9,2856,309,0,2
1827070,2,7,2933,307,1,11
1827070,2,7,2933,307,1,11
1827081,2,13,3076,313,0,11
1827081,2,13,3076,313,0,11
1827086,3,22,3186,322,0,5
1827086,3,22,3186,322,0,5
1827096,1,-1,3176,299,1,10
1827096,1,-1,3176,299,1,10
1827107,1,-4,3132,296,0,11
1827107,1,-4,3132,296,0,11
1827112,0,-8,3092,292,0,5
1827112,0,-8,3092,292,0,5
1827117,1,4,3112,304,1,5
1827117,1,4,3112,304,1,5
1827126,2,6,3166,306,0,9
1827126,2,6,3166,306,0,9
1827137,2,10,3276,310,0,11
1827137,2,10,3276,310,0,11
1827148,2,10,3386,310,1,11
1827148,2,10,3386,310,1,11
1827171,3,14,3708,314,0,23
1827171,3,14,3708,314,0,23
1827176,0,-17,3623,283,1,5
1827176,0,-17,3623,283,1,5
1827191,-1,-31,3158,269,0,15
1827191,-1,-31,3158,269,0,15
1827192,-3,-46,3112,254,0,1
1827192,-3,-46,3112,254,0,1
1827203,1,-1,3101,299,1,11
1827203,1,-1,3101,299,1,11
1827214,2,5,3156,305,0,11
1827214,2,5,3156,305,0,11
1827225,3,18,3354,318,0,11
1827225,3,18,3354,318,0,11
1827234,0,-15,3219,285,1,9
1827234,0,-15,3219,285,1,9
1827245,0,-19,3010,281,0,11
1827245,0,-19,3010,281,0,11
1827246,0,-24,2986,276,0,1
1827246,0,-24,2986,276,0,1
1827251,-1,-31,2831,269,0,5
1827251,-1,-31,2831,269,0,5
1827252,-2,-39,2792,261,0,1
1827252,-2,-39,2792,261,0,1
1827266,0,-7,2694,293,1,14
1827266,0,-7,2694,293,1,14
1827277,0,-5,2639,295,0,11
1827277,0,-5,2639,295,0,11
1827278,1,-2,2637,298,0,1
1827278,1,-2,2637,298,0,1
1827283,1,2,2647,302,0,5
1827283,1,2,2647,302,0,5
1827294,1,-2,2625,298,1,11
1827294,1,-2,2625,298,1,11
1827310,1,0,2625,300,0,16
1827310,1,0,2625,300,0,16
1827327,1,2,2659,302,1,17
1827327,1,2,2659,302,1,17
1827338,1,3,2692,303,0,11
1827338,1,3,2692,303,0,11
1827348,-1,-29,2402,271,1,10
1827348,-1,-29,2402,271,1,10
1827357,-3,-42,2024,258,0,9
1827357,-3,-42,2024,258,0,9
1827364,-5,-65,1569,235,0,7
1827364,-5,-65,1569,235,0,7
1827375,0,-13,1426,287,1,11
1827375,0,-13,1426,287,1,11
1827389,0,-5,1356,295,0,14
1827389,0,-5,1356,295,0,14
1827390,0,3,1359,303,0,1
1827390,0,3,1359,303,0,1
1827392,1,13,1385,313,0,2
1827392,1,13,1385,313,0,2
1827393,3,23,1408,323,0,1
1827393,3,23,1408,323,0,1
1827407,0,-12,1240,288,1,14
1827407,0,-12,1240,288,1,14
1827418,0,-12,1108,288,0,11
1827418,0,-12,1108,288,0,11
1827419,0,-12,1096,288,0,1
1827419,0,-12,1096,288,0,1
1827421,0,-12,1072,288,0,2
1827421,0,-12,1072,288,0,2
1827423,0,-12,1048,288,0,2
1827423,0,-12,1048,288,0,2
1827425,0,-12,1024,288,0,2
1827425,0,-12,1024,288,0,2
1827426,0,-10,1014,290,1,1
1827426,0,-10,1014,290,1,1
1827433,0,-10,944,290,0,7
1827433,0,-10,944,290,0,7
1827435,0,-10,924,290,0,2
1827435,0,-10,924,290,0,2
1827436,0,-9,915,291,0,1
1827436,0,-9,915,291,0,1
1827439,0,-8,891,292,0,3
1827439,0,-8,891,292,0,3
1827440,0,-7,884,293,0,1
1827440,0,-7,884,293,0,1
1827442,0,-6,872,294,0,2
1827442,0,-6,872,294,0,2
1827443,0,-5,867,295,0,1
1827443,0,-5,867,295,0,1
1827448,0,-3,852,297,0,5
1827448,0,-3,852,297,0,5
1827449,0,1,853,301,1,1
1827449,0,1,853,301,1,1
1827455,0,3,871,303,0,6
1827455,0,3,871,303,0,6
1827456,1,6,877,306,0,1
1827456,1,6,877,306,0,1
1827458,1,10,897,310,0,2
1827458,1,10,897,310,0,2
1827469,1,6,963,306,1,11
1827469,1,6,963,306,1,11
1827485,1,10,1123,310,0,16
1827485,1,10,1123,310,0,16
1827491,2,15,1213,315,0,6
1827491,2,15,1213,315,0,6
1827496,0,-5,1188,295,1,5
1827496,0,-5,1188,295,1,5
1827507,0,-9,1089,291,0,11
1827507,0,-9,1089,291,0,11
1827509,0,-14,1061,286,0,2
1827509,0,-14,1061,286,0,2
1827510,-1,-19,1042,281,0,1
1827510,-1,-19,1042,281,0,1
1827512,-2,-25,992,275,0,2
1827512,-2,-25,992,275,0,2
1827523,-1,-17,805,283,1,11
1827523,-1,-17,805,283,1,11
1827528,-1,-19,710,281,0,5
1827528,-1,-19,710,281,0,5
1827534,-2,-23,572,277,0,6
1827534,-2,-23,572,277,0,6
1827545,0,6,638,306,1,11
1827545,0,6,638,306,1,11
1827556,2,17,825,317,0,11
1827556,2,17,825,317,0,11
1827557,3,29,854,329,0,1
1827557,3,29,854,329,0,1
1827571,2,21,1148,321,1,14
1827571,2,21,1148,321,1,14
1827582,3,27,1445,327,0,11
1827582,3,27,1445,327,0,11
1827593,0,1,1456,301,1,11
1827593,0,1,1456,301,1,11
1827604,0,-9,1357,291,0,11
1827604,0,-9,1357,291,0,11
1827605,-1,-19,1338,281,0,1
1827605,-1,-19,1338,281,0,1
1827607,-2,-31,1276,269,0,2
1827607,-2,-31,1276,269,0,2
1827621,0,-8,1164,292,1,14
1827621,0,-8,1164,292,1,14
1827632,0,-11,1043,289,0,11
1827632,0,-11,1043,289,0,11
1827637,-1,-16,963,284,0,5
1827637,-1,-16,963,284,0,5
1827639,-1,-21,921,279,0,2
1827639,-1,-21,921,279,0,2
1827651,0,3,957,303,1,12
1827651,0,3,957,303,1,12
1827656,0,4,977,304,0,5
1827656,0,4,977,304,0,5
1827659,1,6,995,306,0,3
1827659,1,6,995,306,0,3
1827660,1,9,1004,309,0,1
1827660,1,9,1004,309,0,1
1827671,0,-9,905,291,1,11
1827671,0,-9,905,291,1,11
1827683,-1,-16,713,284,0,12
1827683,-1,-16,713,284,0,12
1827684,-1,-23,690,277,0,1
1827684,-1,-23,690,277,0,1
1827695,0,-7,613,293,1,11
1827695,0,-7,613,293,1,11
1827715,0,-6,493,294,0,20
1827715,0,-6,493,294,0,20
1827716,0,-5,488,295,0,1
1827716,0,-5,488,295,0,1
1827718,0,-4,480,296,0,2
1827718,0,-4,480,296,0,2
1827719,0,-7,473,293,1,1
1827719,0,-7,473,293,1,1
1827725,0,-7,431,293,0,6
1827725,0,-7,431,293,0,6
1827726,0,-7,424,293,0,1
1827726,0,-7,424,293,0,1
1827728,0,-7,410,293,0,2
1827728,0,-7,410,293,0,2
1827732,0,-7,382,293,0,4
1827732,0,-7,382,293,0,4
1827734,0,-7,368,293,0,2
1827734,0,-7,368,293,0,2
1827735,0,-7,361,293,0,1
1827735,0,-7,361,293,0,1
1827738,0,-7,340,293,0,3
1827738,0,-7,340,293,0,3
1827739,-1,-15,325,285,1,1
1827739,-1,-15,325,285,1,1
1827744,-1,-17,240,283,0,5
1827744,-1,-17,240,283,0,5
1827754,-2,-23,10,277,0,10
1827754,-2,-23,10,277,0,10
1827765,1,11,131,311,1,11
1827765,1,11,131,311,1,11
1827776,2,22,373,322,0,11
1827776,2,22,373,322,0,11
1827782,4,39,607,339,0,6
1827782,4,39,607,339,0,6
1827790,3,30,847,330,1,8
1827790,3,30,847,330,1,8
1827801,4,38,1265,338,0,11
1827801,4,38,1265,338,0,11
1827811,0,-2,1245,298,1,10
1827811,0,-2,1245,298,1,10
1827822,-1,-18,1047,282,0,11
1827822,-1,-18,1047,282,0,11
1827823,-3,-36,1011,264,0,1
1827823,-3,-36,1011,264,0,1
1827839,-1,-21,675,279,1,16
1827839,-1,-21,675,279,1,16
1827850,-2,-28,367,272,0,11
1827850,-2,-28,367,272,0,11
1827856,-3,-39,133,261,0,6
1827856,-3,-39,133,261,0,6
1827867,0,3,166,303,1,11
1827867,0,3,166,303,1,11
1827883,1,16,422,316,0,16
1827883,1,16,422,316,0,16
1827885,3,31,484,331,0,2
1827885,3,31,484,331,0,2
1827896,-1,-17,297,283,1,11
1827896,-1,-17,297,283,1,11
1827907,-2,-24,33,276,0,11
1827907,-2,-24,33,276,0,11
1827918,0,-4,-11,296,1,11
1827918,0,-4,-11,296,1,11
1827935,0,6,91,306,0,17
1827935,0,6,91,306,0,17
1827939,1,18,163,318,0,4
1827939,1,18,163,318,0,4
1827941,1,18,199,318,1,2
1827941,1,18,199,318,1,2
1827957,3,33,727,333,0,16
1827957,3,33,727,333,0,16
1827968,2,19,936,319,1,11
1827968,2,19,936,319,1,11
1827978,2,19,1126,319,0,10
1827978,2,19,1126,319,0,10
1827989,1,7,1203,307,1,11
1827989,1,7,1203,307,1,11
1828005,0,-2,1171,298,0,16
1828005,0,-2,1171,298,0,16
1828014,1,11,1270,311,1,9
1828014,1,11,1270,311,1,9
1828018,1,11,1314,311,0,4
1828018,1,11,1314,311,0,4
1828030,2,13,1470,313,0,12
1828030,2,13,1470,313,0,12
1828035,2,17,1555,317,1,5
1828035,2,17,1555,317,1,5
1828046,2,20,1775,320,0,11
1828046,2,20,1775,320,0,11
1828053,3,25,1950,325,0,7
1828053,3,25,1950,325,0,7
1828058,1,7,1985,307,1,5
1828058,1,7,1985,307,1,5
1828069,1,3,2018,303,0,11
1828069,1,3,2018,303,0,11
1828080,0,-6,1952,294,0,11
1828080,0,-6,1952,294,0,11
1828091,0,-2,1930,298,1,11
1828091,0,-2,1930,298,1,11
1828099,0,-4,1898,296,0,8
1828099,0,-4,1898,296,0,8
1828101,0,-6,1886,294,0,2
1828101,0,-6,1886,294,0,2
1828102,0,-9,1877,291,0,1
1828102,0,-9,1877,291,0,1
1828104,0,-12,1853,288,0,2
1828104,0,-12,1853,288,0,2
1828106,0,-16,1821,284,0,2
1828106,0,-16,1821,284,0,2
1828108,-1,-20,1781,280,0,2
1828108,-1,-20,1781,280,0,2
1828110,-1,-25,1731,275,0,2
1828110,-1,-25,1731,275,0,2
1828121,0,-1,1720,299,1,11
1828121,0,-1,1720,299,1,11
1828126,0,-1,1715,299,0,5
1828126,0,-1,1715,299,0,5
1828129,0,-1,1712,299,0,3
1828129,0,-1,1712,299,0,3
1828130,0,-1,1711,299,0,1
1828130,0,-1,1711,299,0,1
1828132,0,-1,1709,299,0,2
1828132,0,-1,1709,299,0,2
1828133,0,-1,1708,299,0,1
1828133,0,-1,1708,299,0,1
1828138,0,-1,1703,299,0,5
1828138,0,-1,1703,299,0,5
1828139,0,-1,1702,299,0,1
1828139,0,-1,1702,299,0,1
1828141,1,7,1716,307,1,2
1828141,1,7,1716,307,1,2
1828146,1,9,1761,309,0,5
1828146,1,9,1761,309,0,5
1828157,2,15,1926,315,0,11
1828157,2,15,1926,315,0,11
1828169,2,17,2130,317,1,12
1828169,2,17,2130,317,1,12
1828180,3,20,2350,320,0,11
1828180,3,20,2350,320,0,11
1828185,3,25,2475,325,0,5
1828185,3,25,2475,325,0,5
1828196,0,-8,2387,292,1,11
1828196,0,-8,2387,292,1,11
1828207,0,-18,2189,282,0,11
1828207,0,-18,2189,282,0,11
1828208,-1,-29,2160,271,0,1
1828208,-1,-29,2160,271,0,1
1828210,-3,-41,2078,259,0,2
1828210,-3,-41,2078,259,0,2
1828221,1,6,2144,306,1,11
1828221,1,6,2144,306,1,11
1828231,2,11,2254,311,0,10
1828231,2,11,2254,311,0,10
1828237,3,19,2368,319,0,6
1828237,3,19,2368,319,0,6
1828242,3,18,2458,318,1,5
1828242,3,18,2458,318,1,5
1828253,3,24,2722,324,0,11
1828253,3,24,2722,324,0,11
1828259,4,33,2920,333,0,6
1828259,4,33,2920,333,0,6
1828266,0,-6,2878,294,1,7
1828266,0,-6,2878,294,1,7
1828277,0,-17,2691,283,0,11
1828277,0,-17,2691,283,0,11
1828278,-1,-29,2662,271,0,1
1828278,-1,-29,2662,271,0,1
1828280,-3,-43,2576,257,0,2
1828280,-3,-43,2576,257,0,2
1828291,0,-15,2411,285,1,11
1828291,0,-15,2411,285,1,11
1828305,0,-20,2131,280,0,14
1828305,0,-20,2131,280,0,14
1828306,-1,-25,2106,275,0,1
1828306,-1,-25,2106,275,0,1
1828308,-2,-31,2044,269,0,2
1828308,-2,-31,2044,269,0,2
1828322,0,-6,1960,294,1,14
1828322,0,-6,1960,294,1,14
1828333,0,-3,1927,297,0,11
1828333,0,-3,1927,297,0,11
1828334,0,0,1927,300,0,1
1828334,0,0,1927,300,0,1
1828337,1,4,1939,304,0,3
1828337,1,4,1939,304,0,3
1828338,1,8,1947,308,0,1
1828338,1,8,1947,308,0,1
1828349,0,0,1947,300,1,11
1828349,0,0,1947,300,1,11
1828360,1,2,1969,302,0,11
1828360,1,2,1969,302,0,11
1828362,1,4,1977,304,0,2
1828362,1,4,1977,304,0,2
1828373,-1,-22,1735,278,1,11
1828373,-1,-22,1735,278,1,11
1828378,-1,-26,1605,274,0,5
1828378,-1,-26,1605,274,0,5
1828389,-3,-40,1165,260,0,11
1828389,-3,-40,1165,260,0,11
1828400,0,-9,1066,291,1,11
1828400,0,-9,1066,291,1,11
1828416,0,-2,1034,298,0,16
1828416,0,-2,1034,298,0,16
1828421,1,8,1074,308,0,5
1828421,1,8,1074,308,0,5
1828422,0,-11,1063,289,1,1
1828422,0,-11,1063,289,1,1
1828433,0,-12,931,288,0,11
1828433,0,-12,931,288,0,11
1828440,0,-13,840,287,0,7
1828440,0,-13,840,287,0,7
1828441,0,-14,826,286,0,1
1828441,0,-14,826,286,0,1
1828443,-1,-16,794,284,1,2
1828443,-1,-16,794,284,1,2
1828451,-1,-17,658,283,0,8
1828451,-1,-17,658,283,0,8
1828464,-2,-22,372,278,0,13
1828464,-2,-22,372,278,0,13
1828469,-1,-17,287,283,1,5
1828469,-1,-17,287,283,1,5
1828480,-1,-17,100,283,0,11
1828480,-1,-17,100,283,0,11
1828487,-1,-17,-19,283,0,7
1828487,-1,-17,-19,283,0,7
1828492,0,2,-9,302,1,5
1828492,0,2,-9,302,1,5
1828503,1,11,112,311,0,11
1828503,1,11,112,311,0,11
1828505,2,21,154,321,0,2
1828505,2,21,154,321,0,2
1828516,1,16,330,316,1,11
1828516,1,16,330,316,1,11
1828532,2,25,730,325,0,16
1828532,2,25,730,325,0,16
1828537,-2,-29,585,271,1,5
1828537,-2,-29,585,271,1,5
1828559,-8,-76,-1087,224,0,22
1828559,-8,-76,-1087,224,0,22
1828571,0,1,-1075,301,1,12
1828571,0,1,-1075,301,1,12
1828582,0,10,-965,310,0,11
1828582,0,10,-965,310,0,11
1828587,1,24,-845,324,0,5
1828587,1,24,-845,324,0,5
1828588,3,39,-806,339,0,1
1828588,3,39,-806,339,0,1
1828599,-1,-13,-949,287,1,11
1828599,-1,-13,-949,287,1,11
1828616,-2,-21,-1306,279,0,17
1828616,-2,-21,-1306,279,0,17
1828625,-1,-10,-1396,290,1,9
1828625,-1,-10,-1396,290,1,9
1828641,-1,-9,-1540,291,0,16
1828641,-1,-9,-1540,291,0,16
1828653,0,0,-1540,300,1,12
1828653,0,0,-1540,300,1,12
1828664,0,3,-1507,303,0,11
1828664,0,3,-1507,303,0,11
1828665,0,7,-1500,307,0,1
1828665,0,7,-1500,307,0,1
1828667,0,12,-1476,312,0,2
1828667,0,12,-1476,312,0,2
1828668,0,0,-1476,300,1,1
1828668,0,0,-1476,300,1,1
1828677,0,0,-1476,300,0,9
1828677,0,0,-1476,300,0,9
1828678,0,0,-1476,300,0,1
1828678,0,0,-1476,300,0,1
1828680,0,0,-1476,300,0,2
1828680,0,0,-1476,300,0,2
1828682,0,0,-1476,300,0,2
1828682,0,0,-1476,300,0,2
1828684,0,0,-1476,300,0,2
1828684,0,0,-1476,300,0,2
1828685,0,0,-1476,300,0,1
1828685,0,0,-1476,300,0,1
1828690,0,0,-1476,300,0,5
1828690,0,0,-1476,300,0,5
1828691,-3,-23,-1499,277,1,1
1828691,-3,-23,-1499,277,1,1
1828696,-3,-28,-1639,272,0,5
1828696,-3,-28,-1639,272,0,5
1828707,-5,-44,-2123,256,0,11
1828707,-5,-44,-2123,256,0,11
1828713,-3,-21,-2249,279,1,6
1828713,-3,-21,-2249,279,1,6
1828724,-3,-20,-2469,280,0,11
1828724,-3,-20,-2469,280,0,11
1828735,0,18,-2271,318,1,11
1828735,0,18,-2271,318,1,11
1828748,3,41,-1738,341,0,13
1828748,3,41,-1738,341,0,13
1828749,5,65,-1673,365,0,1
1828749,5,65,-1673,365,0,1
1828760,0,3,-1640,303,1,11
1828760,0,3,-1640,303,1,11
1828777,-1,-7,-1759,293,0,17
1828777,-1,-7,-1759,293,0,17
1828778,-2,-17,-1776,283,0,1
